"","country","points","price","province","title","variety","winery"
"590","US",91,38,"California","Muscardini 2011 Unti Vineyards Syrah (Dry Creek Valley)","Syrah","Muscardini"
"591","Argentina",83,10,"Mendoza Province","Finca Agostino 2007 ILKA Malbec (Mendoza)","Malbec","Finca Agostino"
"592","France",85,13,"Loire Valley","Pierre Chainier 2016 Château de la Roche Sauvignon Blanc Sauvignon Blanc (Touraine)","Sauvignon Blanc","Pierre Chainier"
"593","US",87,19,"Washington","Coyote Canyon 2015 Coyote Canyon Vineyard Roussanne (Horse Heaven Hills)","Roussanne","Coyote Canyon"
"594","Germany",87,15,"Mosel","Pflücken 2014 Semidry Riesling (Mosel)","Riesling","Pflücken"
"595","France",88,20,"Provence","Château Paradis 2011 Rosé (Coteaux d'Aix-en-Provence)","Rosé","Château Paradis"
"596","US",91,38,"California","Kaleidos 2013 Osiris Red (Paso Robles)","Rhône-style Red Blend","Kaleidos"
"597","France",94,455,"Bordeaux","Château Lafite Rothschild 2007  Pauillac","Bordeaux-style Red Blend","Château Lafite Rothschild"
"598","US",84,43,"California","Andretti 2009 Zinfandel (Napa Valley)","Zinfandel","Andretti"
"599","England",89,43,"England","Bolney Wine Estate NV Bolney Bubbly Brut Sparkling (England)","Sparkling Blend","Bolney Wine Estate"
"600","US",92,53,"Washington","Reininger 2009 Malbec (Walla Walla Valley (WA))","Malbec","Reininger"
"601","US",93,40,"California","Waits-Mast 2012 Nash Mill Vineyard Pinot Noir (Anderson Valley)","Pinot Noir","Waits-Mast"
"602","Italy",89,NA,"Tuscany","Tiezzi 2003  Brunello di Montalcino","Sangiovese Grosso","Tiezzi"
"603","Australia",86,90,"Victoria","Yeringberg 2013 Red (Yarra Valley)","Bordeaux-style Red Blend","Yeringberg"
"604","France",90,16,"Southwest France","Domaine D'en Ségur 2015 Cuvée Germain Red (Côtes du Tarn)","Bordeaux-style Red Blend","Domaine D'en Ségur"
"605","Chile",87,23,"Leyda Valley","Concha y Toro 2012 Marques de Casa Concha Sauvignon Blanc (Leyda Valley)","Sauvignon Blanc","Concha y Toro"
"606","US",87,19,"New York","Standing Stone 2013 Old West Block Riesling (Finger Lakes)","Riesling","Standing Stone"
"607","France",87,16,"Provence","Château Revelette 2005 Red (Coteaux d'Aix-en-Provence)","Red Blend","Château Revelette"
"608","Italy",93,120,"Tuscany","Fontodi 2013 Flaccianello della Pieve Sangiovese (Colli della Toscana Centrale)","Sangiovese","Fontodi"
"609","US",94,145,"California","Robert Mondavi 2012 To Kalon Vineyard Reserve Cabernet Sauvignon (Oakville)","Cabernet Sauvignon","Robert Mondavi"
"610","Bulgaria",88,15,"Danube River Plains","Quadratus 2011 Pinot Noir (Danube River Plains)","Pinot Noir","Quadratus"
"611","US",89,45,"California","Alder Springs 2012 Syrah (Mendocino)","Syrah","Alder Springs"
"612","US",87,18,"California","Terra d'Oro 2013 Sangiovese (Amador County)","Sangiovese","Terra d'Oro"
"613","Austria",88,NA,"Wagram-Donauland","Soellner 2013 Hengstberg Grüner Veltliner (Wagram-Donauland)","Grüner Veltliner","Soellner"
"614","US",86,48,"California","Foxen 2011 Tinaquaic Vineyard Syrah (Santa Maria Valley)","Syrah","Foxen"
"615","US",91,39,"Oregon","Scott Paul 2012 La Paulée Pinot Noir (Willamette Valley)","Pinot Noir","Scott Paul"
"616","Italy",87,19,"Veneto","Villa Sandi NV Dry Cuvée  (Prosecco di Conegliano e Valdobbiadene)","Prosecco","Villa Sandi"
"617","France",85,12,"Southwest France","Pelvillain Frères 2014 Albatros Rosé (Côtes du Lot)","Rosé","Pelvillain Frères"
"618","France",87,16,"Languedoc-Roussillon","Vignobles Jeanjean 2014 Domaine Le Pive Gris Rosé (Sable de Camargue)","Rosé","Vignobles Jeanjean"
"619","Australia",90,20,"South Australia","Bleasdale 2013 Bremerview Shiraz (Langhorne Creek)","Shiraz","Bleasdale"
"620","France",92,45,"Alsace","Rieflé 2010 Zinnkoepflé Grand Cru Vendanges Tardives Pinot Gris (Alsace)","Pinot Gris","Rieflé"
"621","Italy",89,40,"Veneto","Tenuta Chiccheri 2007 Vigneto di Campo delle Strie  (Valpolicella Superiore)","Corvina, Rondinella, Molinara","Tenuta Chiccheri"
"622","Argentina",87,12,"Mendoza Province","Benegas 2009 Juan Benegas Malbec (Mendoza)","Malbec","Benegas"
"623","US",87,20,"California","Koves-Newlan 1999 Pinot Noir (Napa Valley)","Pinot Noir","Koves-Newlan"
"624","Spain",90,100,"Northern Spain","Viñas del Vero 2004 Blecua Red (Somontano)","Red Blend","Viñas del Vero"
"625","France",87,11,"France Other","Lionel Osmin & Cie 2015 Villa Chambre d'Amour White (Vin de France)","White Blend","Lionel Osmin & Cie"
"626","US",86,25,"California","Novy 2013 Sunny View Vineyard Viognier (Russian River Valley)","Viognier","Novy"
"627","US",86,26,"California","Murphy-Goode 2013 Minnesota Cuvée Chardonnay (Alexander Valley)","Chardonnay","Murphy-Goode"
"628","US",83,36,"New Mexico","Vivác Winery 2008 Diavolo Red (New Mexico)","Red Blend","Vivác Winery"
"629","Spain",91,90,"Northern Spain","Astrales 2012 Christina  (Ribera del Duero)","Tempranillo","Astrales"
"630","Germany",88,13,"Rheinhessen","Louis Guntrum 2015 Riesling (Rheinhessen)","Riesling","Louis Guntrum"
"631","US",85,25,"New York","Brotherhood NV Grand Monarque Cuvee Sparkling (Hudson River Region)","Sparkling Blend","Brotherhood"
"632","France",87,12,"Bordeaux","Dourthe 2015 La Grande Cuvée Rosé (Bordeaux Rosé)","Rosé","Dourthe"
"633","France",88,28,"Bordeaux","Château Haut-Gelineau 2012  Côtes de Bourg","Bordeaux-style Red Blend","Château Haut-Gelineau"
"634","Austria",86,20,"Burgenland","Hafner 2006 Old Vienna Red Cuvée Trockenbeerenauslese Zweigelt (Burgenland)","Zweigelt","Hafner"
"635","Portugal",94,56,"Douro","Quinta Vale Dona Maria 2013 Red (Douro)","Portuguese Red","Quinta Vale Dona Maria"
"636","Italy",94,40,"Tuscany","La Gerla 2006  Brunello di Montalcino","Sangiovese Grosso","La Gerla"
"637","France",90,38,"France Other","Clos Venturi 2016 White (Corse)","White Blend","Clos Venturi"
"638","US",86,16,"California","Clarksburg Wine Company 2011 Chenin Blanc (Clarksburg)","Chenin Blanc","Clarksburg Wine Company"
"639","US",86,20,"Oregon","Del Rio 2015 Chardonnay (Rogue Valley)","Chardonnay","Del Rio"
"640","Italy",95,60,"Piedmont","Bel Colle 2012 Simposio  (Barolo)","Nebbiolo","Bel Colle"
"641","France",87,32,"Burgundy","Bouchard Père & Fils 2013  Pouilly-Fuissé","Chardonnay","Bouchard Père & Fils"
"642","Portugal",86,30,"Alentejano","Herdade do Rocim 2013 Olho de Mocho Rosé (Alentejano)","Rosé","Herdade do Rocim"
"643","Italy",87,NA,"Tuscany","Piccini 2008 Riserva  (Chianti Classico)","Red Blend","Piccini"
"644","Spain",89,20,"Northern Spain","García Figuero 2006 Tinto Figuero 4  (Ribera del Duero)","Tempranillo Blend","García Figuero"
"645","US",85,32,"California","Felten Cellars 2013 Tempranillo (Paso Robles)","Tempranillo","Felten Cellars"
"646","Australia",86,17,"Western Australia","Ad Lib 2014 Cruel Mistress Pinot Noir (Pemberton)","Pinot Noir","Ad Lib"
"647","US",87,20,"California","Rodney Strong 2005 Knotty Vines Estate Zinfandel (Sonoma County)","Zinfandel","Rodney Strong"
"648","Italy",85,15,"Northeastern Italy","Petrucco 2007 Sauvignon (Colli Orientali del Friuli)","Sauvignon","Petrucco"
"649","France",88,13,"Provence","Domaine de Caseneuve 2014 Rosé (Côtes de Provence)","Rosé","Domaine de Caseneuve"
"650","US",85,15,"California","Noble Vines 2012 667 Pinot Noir (Monterey County)","Pinot Noir","Noble Vines"
"651","Spain",82,18,"Northern Spain","François Lurton 2013 Hermanos Lurton Verdejo (Rueda)","Verdejo","François Lurton"
"652","Germany",88,18,"Rheinhessen","Dr. Heyden 2013 Trocken Alte Reben Silvaner (Rheinhessen)","Silvaner","Dr. Heyden"
"653","Italy",87,27,"Tuscany","Tenuta di Ceppaiano 2015 Alle Viole Red (Toscana)","Red Blend","Tenuta di Ceppaiano"
"654","US",88,17,"California","Pedroncelli 2010 Three Vineyards Cabernet Sauvignon (Dry Creek Valley)","Cabernet Sauvignon","Pedroncelli"
"655","US",90,45,"California","Pellegrini 2014 Olivet Lane Vineyard Chardonnay (Russian River Valley)","Chardonnay","Pellegrini"
"656","US",90,20,"New York","Shaw 2008 Sauvignon Blanc (Finger Lakes)","Sauvignon Blanc","Shaw"
"657","US",89,30,"Oregon","Abacela 2009 Estate Syrah (Umpqua Valley)","Syrah","Abacela"
"658","US",86,14,"California","Wildhurst 2011 Reserve Sauvignon Blanc (Lake County)","Sauvignon Blanc","Wildhurst"
"659","France",85,14,"France Other","Patient Cottat 2012 Le Grand Caillou Pinot Noir (Vin de France)","Pinot Noir","Patient Cottat"
"660","Italy",85,15,"Northeastern Italy","Villa Rubini 2006 Chardonnay (Colli Orientali del Friuli)","Chardonnay","Villa Rubini"
"661","US",87,55,"California","Hendry 2008 Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Hendry"
"662","US",90,25,"Washington","Hedges 2006 Three Vineyards Red Red (Red Mountain)","Red Blend","Hedges"
"663","Germany",88,25,"Pfalz","Gaul 2013 Trocken Pinot Blanc (Pfalz)","Pinot Blanc","Gaul"
"664","US",86,17,"California","Edna Valley Vineyard 2014 Pinot Noir (Central Coast)","Pinot Noir","Edna Valley Vineyard"
"665","France",93,80,"Bordeaux","Chateau Dauzac 2010  Margaux","Bordeaux-style Red Blend","Chateau Dauzac"
"666","Chile",82,24,"Casablanca Valley","Loma Larga 2007 Cabernet Franc (Casablanca Valley)","Cabernet Franc","Loma Larga"
"667","US",91,85,"Washington","Swiftwater Cellars 2013 Reserve Cabernet Sauvignon (Columbia Valley (WA))","Cabernet Sauvignon","Swiftwater Cellars"
"668","US",92,36,"California","Pence Ranch 2013 Estate Chardonnay (Santa Barbara County)","Chardonnay","Pence Ranch"
"669","US",88,50,"California","Martin Ray 2009 Cabernet Sauvignon (Santa Cruz Mountains)","Cabernet Sauvignon","Martin Ray"
"670","US",91,29,"Oregon","Troon 2013 Malbec (Rogue Valley)","Malbec","Troon"
"671","New Zealand",90,22,"Awatere Valley","Vavasour 2008 Pinot Noir (Awatere Valley)","Pinot Noir","Vavasour"
"672","US",89,40,"Oregon","Styring 2013 Fearless Red (Ribbon Ridge)","Red Blend","Styring"
"673","US",93,36,"California","Prospect 772 2009 The Brawler Syrah-Viognier (Calaveras County)","Syrah-Viognier","Prospect 772"
"674","US",88,13,"Oregon","Terrapin Cellars 2012 Pinot Gris (Willamette Valley)","Pinot Gris","Terrapin Cellars"
"675","Spain",88,15,"Northern Spain","Viñas del Vero 2014 La Miranda Secastilla Garnacha (Somontano)","Garnacha","Viñas del Vero"
"676","Spain",85,6,"Central Spain","Venta Morales 2008 Tempranillo (La Mancha)","Tempranillo","Venta Morales"
"677","US",84,50,"California","Jeff Gordon 2012 Jeff Gordon Collection Pinot Noir (Sonoma Coast)","Pinot Noir","Jeff Gordon"
"678","US",87,13,"California","Korbel NV Chardonnay Sparkling (California)","Sparkling Blend","Korbel"
"679","US",91,75,"Washington","Rasa 2014 Tilting at Windmills Red (Walla Walla Valley (WA))","Red Blend","Rasa"
"680","France",92,NA,"Burgundy","Domaine Champy 2010  Corton-Rognet","Pinot Noir","Domaine Champy"
"681","US",93,59,"California","Sojourn 2014 Gap's Crown Vineyard Pinot Noir (Sonoma Coast)","Pinot Noir","Sojourn"
"682","Italy",92,80,"Piedmont","Bel Colle 2013 Monvigliero  (Barolo)","Nebbiolo","Bel Colle"
"683","US",86,35,"California","Rock Wall 2014 Chardonnay (Knights Valley)","Chardonnay","Rock Wall"
"684","US",87,15,"Washington","Kestrel 2006 Rosé (Yakima Valley)","Rosé","Kestrel"
"685","France",90,21,"Provence","Les Vignobles Gueissard 2015 Cuvée G Rosé (Bandol)","Rosé","Les Vignobles Gueissard"
"686","France",94,80,"Champagne","Lombard et Cie NV Brut Nature Cramant Grand Cru Chardonnay (Champagne)","Chardonnay","Lombard et Cie"
"687","US",93,48,"California","Shafer 1999 Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Shafer"
"688","US",83,28,"Virginia","Keswick Vineyards 2011 Chardonnay (Monticello)","Chardonnay","Keswick Vineyards"
"689","US",85,13,"New York","Lakewood 2006 Chardonnay (Finger Lakes)","Chardonnay","Lakewood"
"690","France",89,43,"Languedoc-Roussillon","Domaine de l'Edre 2010 Carrément Rouge Red (Côtes du Roussillon Villages)","Rhône-style Red Blend","Domaine de l'Edre"
"691","US",91,28,"Oregon","Francis Tannahill 2008 Passito White (Oregon)","Rhône-style White Blend","Francis Tannahill"
"692","Portugal",87,16,"Douro","Osborne NV Special Reserve Master of Port Port (Douro)","Port","Osborne"
"693","France",85,15,"Loire Valley","Bougrier 2012 Domaine Guenault Sauvignon Blanc (Touraine)","Sauvignon Blanc","Bougrier"
"694","Italy",94,70,"Piedmont","Sordo 2010 Ravera  (Barolo)","Nebbiolo","Sordo"
"695","US",85,10,"California","Surf Swim 2016 Chardonnay (California)","Chardonnay","Surf Swim"
"696","Italy",86,40,"Northeastern Italy","Mario Schiopetto 2008 Podere dei Blumeri Red (Venezia Giulia)","Red Blend","Mario Schiopetto"
"697","US",90,11,"Idaho","Sawtooth 2011 Riesling","Riesling","Sawtooth"
"698","Spain",88,102,"Northern Spain","Alion 2013 Alion  (Ribera del Duero)","Tempranillo","Alion"
"699","Italy",90,55,"Piedmont","Viberti 2012 Buon Padre  (Barolo)","Nebbiolo","Viberti"
"700","Germany",90,52,"Mosel","Dr. H. Thanisch (Erben Thanisch) 2011 Bernkasteler Badstube Auslese Riesling (Mosel)","Riesling","Dr. H. Thanisch (Erben Thanisch)"
"701","Italy",84,20,"Tuscany","Collemattoni 2014  Rosso di Montalcino","Sangiovese","Collemattoni"
"702","Italy",85,14,"Lombardy","Peri Bigogno 2008  Montenetto di Brescia","Marzemino","Peri Bigogno"
"703","US",90,16,"California","Courtney Benham 2011 Gewurztraminer (Russian River Valley)","Gewürztraminer","Courtney Benham"
"704","US",90,38,"Oregon","Hawks View 2010 Hawks View Vineyard Pinot Noir (Chehalem Mountains)","Pinot Noir","Hawks View"
"705","US",90,45,"California","Raymond 2010 Small Lot Collection Syrah (Napa Valley)","Syrah","Raymond"
"706","US",91,29,"Oregon","Reustle 2015 Winemaker's Reserve Grüner Veltliner (Umpqua Valley)","Grüner Veltliner","Reustle"
"707","France",85,50,"Bordeaux","Château Montaiguillon 2013  Montagne-Saint-Émilion","Bordeaux-style Red Blend","Château Montaiguillon"
"708","Germany",89,36,"Württemberg","Grafen Neipperg 2014 Neipperger Trocken Spätburgunder (Württemberg)","Spätburgunder","Grafen Neipperg"
"709","US",89,32,"Washington","Cloudlift Cellars 2013 Stratus Petite Verdot (Yakima Valley)","Petite Verdot","Cloudlift Cellars"
"710","US",84,11,"California","Pedroncelli 2011 Dry Rosé of Zinfandel Rosé (Dry Creek Valley)","Rosé","Pedroncelli"
"711","Italy",89,60,"Tuscany","Fornacina 2011  Brunello di Montalcino","Sangiovese","Fornacina"
"712","Chile",87,17,"Leyda Valley","Santa Rita 2008 Medalla Real Special Reserve Sauvignon Blanc (Leyda Valley)","Sauvignon Blanc","Santa Rita"
"713","Argentina",89,19,"Mendoza Province","Altocedro 2015 Año Cero Cabernet Sauvignon (La Consulta)","Cabernet Sauvignon","Altocedro"
"714","US",91,75,"California","Mt. Brave 2011 Cabernet Sauvignon (Mount Veeder)","Cabernet Sauvignon","Mt. Brave"
"715","Chile",86,10,"Colchagua Valley","Siegel 2010 Crucero Syrah (Colchagua Valley)","Syrah","Siegel"
"716","US",91,36,"Washington","Elsom Cellars 2009 Red (Columbia Valley (WA))","Red Blend","Elsom Cellars"
"717","France",86,NA,"Champagne","Piot-Sévillano NV Tradition Brut  (Champagne)","Champagne Blend","Piot-Sévillano"
"718","France",93,NA,"Bordeaux","Château Cantenac Brown 2012 Barrel Sample  (Margaux)","Bordeaux-style Red Blend","Château Cantenac Brown"
"719","US",87,16,"California","Korbel 2008 Natural Sparkling (Russian River Valley)","Sparkling Blend","Korbel"
"720","US",91,60,"Oregon","Elk Cove 2015 Mount Richmond Pinot Noir","Pinot Noir","Elk Cove"
"721","Spain",84,10,"Northern Spain","Altozano 2008 Rosado Shiraz-Tempranillo (Tierra del Viños de Zamora)","Shiraz-Tempranillo","Altozano"
"722","US",87,12,"California","Korbel NV Brut Rosé Sparkling (California)","Sparkling Blend","Korbel"
"723","Italy",90,28,"Piedmont","Elvio Cogno 2014 Anas-cëtta Nascetta (Langhe)","Nascetta","Elvio Cogno"
"724","US",87,25,"California","Arrowood 2013 Chardonnay (Sonoma County)","Chardonnay","Arrowood"
"725","Italy",82,13,"Piedmont","Umberto Fiore 2008  Moscato d'Asti","Moscato","Umberto Fiore"
"726","Italy",88,10,"Southern Italy","Tenute Girolamo 2012 La Voliera Negroamaro (Puglia)","Negroamaro","Tenute Girolamo"
"727","US",92,60,"California","B Cellars 2011 Stagecoach Vineyard Syrah (Napa Valley)","Syrah","B Cellars"
"728","Portugal",86,10,"Alentejano","Casca Wines 2015 Cascas Winemaker Selection Red (Alentejano)","Portuguese Red","Casca Wines"
"729","France",87,NA,"Bordeaux","Chateau Desmirail 2006  Margaux","Bordeaux-style Red Blend","Chateau Desmirail"
"730","Spain",87,20,"Northern Spain","Sierra Cantabria 2005 Crianza  (Rioja)","Tempranillo Blend","Sierra Cantabria"
"731","US",93,35,"Washington","àMaurice 2011 Gamache Vineyard Malbec (Columbia Valley (WA))","Malbec","àMaurice"
"732","Italy",91,43,"Veneto","Coffele 2015 Le Sponde  (Recioto di Soave Classico)","Garganega","Coffele"
"733","US",87,15,"Oregon","Oak Knoll 2008 Pinot Noir (Willamette Valley)","Pinot Noir","Oak Knoll"
"734","France",93,NA,"Burgundy","Jean-Marc Brocard 2012 Vau de Vey Premier Cru  (Chablis)","Chardonnay","Jean-Marc Brocard"
"735","Portugal",85,8,"Lisboa","Casca Wines 2015 Bote Chardonnay-Fernão Pires-Vital White (Lisboa)","Portuguese White","Casca Wines"
"736","US",88,45,"California","Lost Canyon 2014 Morelli Lane Vineyard Pinot Noir (Russian River Valley)","Pinot Noir","Lost Canyon"
"737","Italy",88,NA,"Northeastern Italy","La Rajade 2014 Ribolla Gialla (Collio)","Ribolla Gialla","La Rajade"
"738","US",87,60,"California","Three Sticks 2011 Silver Eagle Pinot Noir (Russian River Valley)","Pinot Noir","Three Sticks"
"739","US",84,15,"California","Dreaming Tree 2012 Everyday White (Central Coast)","White Blend","Dreaming Tree"
"740","Chile",83,12,"Curicó Valley","Echeverria 2012 Reserva Chardonnay (Curicó Valley)","Chardonnay","Echeverria"
"741","Italy",86,23,"Piedmont","Camparo 2010 Sorì Bric Camparo  (Dolcetto di Diano d'Alba)","Dolcetto","Camparo"
"742","US",89,28,"California","Matanzas Creek 2012 Merlot (Sonoma County)","Merlot","Matanzas Creek"
"743","US",90,25,"California","Truchard 2005 Zinfandel (Carneros)","Zinfandel","Truchard"
"744","US",89,46,"California","Boekenoogen 2013 3 Clone Pinot Noir (Santa Lucia Highlands)","Pinot Noir","Boekenoogen"
"745","US",90,75,"California","Patland 2012 Stagecoach Vineyard Syrah (Napa Valley)","Syrah","Patland"
"746","Spain",86,14,"Catalonia","Destello NV Sparkling (Cava)","Sparkling Blend","Destello"
"747","US",87,18,"Oregon","Portlandia 2015 Pinot Gris (Willamette Valley)","Pinot Gris","Portlandia"
"748","France",84,16,"France Other","Patriarche Père et Fils NV Eclat Carmin Rosé Sparkling (Vin Mousseux)","Sparkling Blend","Patriarche Père et Fils"
"749","Italy",86,14,"Sicily & Sardinia","Sella & Mosca 2008 La Cala  (Vermentino di Gallura)","Vermentino","Sella & Mosca"
"750","US",89,28,"California","Straight Line 2009 Pinot Noir (Mendocino County)","Pinot Noir","Straight Line"
"751","France",94,112,"Loire Valley","Alphonse Mellot 2014 En Grands Champs  (Sancerre)","Pinot Noir","Alphonse Mellot"
"752","France",90,60,"Bordeaux","Château Arnauld 2013  Haut-Médoc","Bordeaux-style Red Blend","Château Arnauld"
